data,label
42790342,0
27903429,0
79034291,0
90342915,0
3429158,0
34291587,0
42915875,0
29158759,0
91587593,0
15875938,0
58759381,0
87593816,0
75938161,0
59381617,0
93816174,0
38161742,0
81617421,0
16174212,0
61742125,0
17421256,0
74212568,0
42125684,0
21256842,0
12568427,0
25684271,0
56842710,0
68427102,0
84271023,0
42710236,0
27102361,0
71023619,0
10236195,0
2361956,0
23619568,0
36195687,0
61956878,0
19568781,0
95687812,0
56878126,0
68781262,0
87812625,0
78126258,0
81262584,0
12625843,0
26258436,0
62584361,0
25843615,0
58436159,0
84361598,0
43615984,0
36159840,1
61598407,0
15984074,0
59840746,0
98407466,0
84074669,0
40746694,0
7466942,0
74669421,0
46694215,0
66942154,0
69421541,0
94215414,0
42154146,0
21541467,0
15414674,0
54146747,0
41467475,0
14674757,0
46747578,0
67475788,0
74757885,0
47578850,0
75788502,0
57885028,0
78850286,0
88502864,0
85028649,0
50286495,0
2864959,0
28649597,0
86495979,0
64959791,0
49597915,0
95979157,0
59791571,0
97915712,1
79157122,0
91571226,0
15712262,0
57122629,0
71226296,0
12262965,0
22629650,0
26296505,0
62965054,0
29650542,0
96505424,0
65054240,1
50542403,0
5424030,0
54240309,0
42403090,0
24030903,0
40309033,0
3090334,0
30903341,0
9033411,0
90334115,0
3341158,0
33411581,0
34115819,0
41158195,0
11581958,0
15819589,0
58195898,0
81958985,0
19589857,0
95898571,0
58985711,0
89857113,0
98571132,0
85711321,0
57113217,0
71132173,0
11321732,0
13217321,0
32173216,1
21732169,0
17321697,0
73216977,0
32169770,0
21697703,0
16977032,0
69770325,0
97703250,0
77032500,0
70325006,0
3250065,0
32500653,0
25006534,0
50065342,0
653428,0
6534283,0
65342833,0
53428330,0
34283305,0
42833053,0
28330532,0
83305322,0
33053222,0
30532224,1
5322240,1
53222405,0
32224051,0
22240512,1
22405127,0
24051270,0
40512701,0
5127013,0
51270131,0
12701315,0
27013158,0
70131587,0
1315879,0
13158792,0
31587923,0
15879237,0
58792373,0
87923732,0
79237329,0
92373296,0
23732960,1
37329609,0
73296092,0
32960921,0
29609213,0
96092134,0
60921349,0
9213493,0
92134931,0
21349310,0
13493106,0
34931062,0
49310627,0
93106271,0
31062717,0
10627179,0
6271792,0
62717924,0
27179245,0
71792457,0
17924575,0
79245752,0
92457524,0
24575246,0
45752462,0
57524622,0
75246226,0
52462264,0
24622640,0
46226402,0
62264021,0
22640217,0
26402170,0
64021707,0
40217071,0
2170713,0
21707134,0
17071343,0
70713436,0
7134367,0
71343670,0
13436703,0
34367036,0
43670366,0
36703665,0
67036655,0
70366558,0
3665583,0
36655836,0
66558361,0
65583610,0
55836108,0
58361081,0
83610811,0
